complex_text,simple_text
"Todd Benjamin Heap ( born March 16 , 1980 in Mesa , Arizona ) is a Pro Bowl tight end for the Baltimore Ravens of the National Football League .","Todd Benjamin Heap ( born March 16 , 1980 in Mesa , Arizona ) is an American football Tight End for the Baltimore Ravens of the National Football League ( NFL ) ."
Kofi Atta Annan ( ; born 8 April 1938 ) is a Ghanaian diplomat who served as the seventh Secretary-General of the United Nations from 1 January 1997 to 31 December 2006 .,Kofi Annan ( born 8 April 1938 in Ghana ) was the Secretary-General of the United Nations . His term began in 1 January 1997 and ended on 1 January 2007 .
"Its caterpillars can be a pest on cultivated cabbages , kale , radish , broccoli , and horseradish but it will readily lay eggs on wild members of the cabbage family such as Charlock Sinapis arvensis and Hedge mustard Sisybrium officinale .","Its caterpillars can be a pest on cultivated cabbages , but it will lay eggs as well on wild members of the cabbage family such as Charlock Sinapis arvensis and Hedge Mustard Sisybrium officinale ."
Brett Michael Emerton ( born 22 February 1979 ) is an Australian football ( soccer ) player who plays as a midfielder for Blackburn Rovers and for the Australian national football team .,Brett Emerton ( born 22 February 1979 ) is an Australian football player . He plays for Blackburn Rovers and Australia national team .
"Matzke and Gross state that many creationist critics define macroevolution as something that can not be attained , as these critics describe any observed evolutionary change as `` just microevolution '' .","Macroevolution , by their definition , can not be attained . Any observed evolutionary change is described by them as being `` just microevolution '' ."
The reports claim that the percentage of nuclear-generated electricity in the overall global energy mix is decreasing .,The reports show that the share of nuclear-generated electricity in the overall global energy production has decreased in the 2000s .
"Takeoff is the phase of flight in which an aircraft goes through a transition from moving along the ground ( taxiing ) to flying in the air , usually starting on a runway .","Takeoff is the stage of flight in which an aircraft goes from moving along the ground ( taxiing ) to flying in the air , usually on a runway ."
"JosÃ MarÃ a de Pereda ( February 6 , 1833 , Polanco , Cantabria -- March 1 , 1906 , Polanco ) was one of the most distinguished of modern Spanish novelists .","JosÃ MarÃ a de Pereda ( February 6 1833 , Polanco -- March 1 1906 , Polanco ) was one of the most important of modern Spanish novelists ."
"Today , as a result of the Istrian exodus , the majority of Istrian Italians live outside of the Istrian peninsula ; however , a significant Italian minority still lives in the Croatian County of Istria and in Slovenian Istria , where they are granted minority rights .","In the last two centuries the Istrian Italians , who were the majority of the population of Istria under Napoleon , have been in continuous ethnic fighting with the Slavs of Istria . As a consequence now they are reduced to a small minority , who has survived the Istrian exodus and the Foibe massacres during and after WWII ."
"Frodo recovers in Rivendell under the care of Elrond . The Council of Elrond reveals much significant history about Sauron and the Ring , as well as the news that Sauron has corrupted the wizard Saruman .",Elrond tells them of Sauron and the One Ring .
"Throughout most of Christianity 's history , corporate Christian worship has been primarily liturgical , characterized by prayers and hymns , with texts rooted in , or closely related to , the Scripture , particularly the Psalter ; this form of sacramental and ceremonial worship is still practiced by the Roman Catholic , Eastern Orthodox , and Anglican churches , as well as some Protestant denominations such as Lutheranism and Methodism .","Throughout most centuries of Church history , Christian worship has been primarily liturgical , symbolised by prayers and hymns , whose texts were closely related to , the Scripture ."
"Some genera ( e.g. Cordyline and Dracaena ) are sometimes separated off into a separate family , Dracaenaceae , though recent research has tended to incorporate these into a larger family Ruscaceae .","This includes for example Cordyline and Dracaena , which are sometimes separated off into a separate family , Dracaenaceae . Recent research has tended to incorporate these into a larger family Ruscaceae , though ."
Clinton was the first of two Vice Presidents to serve in the position under two different Presidents .,Clinton was vice president under two different presidents .
Waterways : A long stretch of the river Ganges â `` from Allahabad ( Uttar Pradesh ) to Haldia ( West Bengal ) â `` has been declared as National Waterway ( NW ) - I and 600 km of the total NW-I lies in Uttar Pradesh .,Waterways : The river Ganges - from Allahabad ( Uttar Pradesh ) to Haldia ( West Bengal ) - has been declared as National Waterway ( NW ) - I and 600 km of the total NW-I lies in Uttar Pradesh .
"Bodybuilders prepare for competition though a combination of fat loss , oils , and tanning ( or tanning lotions ) which combined with lighting make the definition of the muscle group more distinct .","The muscles are revealed through a process known as the `` cutting phase '' - a combination of fat loss , oils , and tanning which , combined with the lighting , make the definition of the muscle group more distinct ."
In Formula One racing the terms `` constructor '' and `` entrant '' have specific and differing meanings .,In Formula One racing the terms `` constructor '' and `` entrant '' do not mean the same thing .
"Its sequels , Speaker for the Dead , Xenocide , Children of the Mind , and Ender in Exile , follow Ender 's subsequent travels to many different worlds in the galaxy . Also the subsequent book , A War of Gifts takes place during the same time period as the original .","The book takes place around the year 2135 , and its sequels Speaker for the Dead , Xenocide , Children of the Mind , A War of Gifts , and Ender in Exile : Ganges follow Ender to different planets as he travels far into the future ."
"At 0 Â C , the freezing point of water , a cubic metre of water has slightly less mass , 999.972 kilograms .","At 0 Â C , the freezing point of water , it is slightly less , 999.972 kg ."
"NHRA exhibitions were run in 1989 , and in 1993 Shirley Muldowney ran a 5.30 on the quarter-mile strip at Fuji .",NHRA exhibitions were run in 1989 .
Jacqui Katona is a western-educated Aboriginal woman who led the campaign to stop the Jabiluka uranium mine in the Northern Territory .,Jacqui Katona is an Aboriginal woman who tried to stop the Jabiluka uranium mine in the Northern Territory .
He had also conducted the Sunday afternoon radio broadcast when CBS listeners around the country heard the announcer break in on Arthur Rubinstein 's performance of Brahms 's Second Piano Concerto to update them about the attack on Pearl Harbor .,He had also been conducting on the Sunday afternoon radio broadcast when CBS listeners around the country heard the announcer break in on Arthur Rubinstein 's performance of Brahms 's Second Piano Concerto to tell them about the attack on Pearl Harbor .
